ID,性别,年龄,职业,征信是否逾期,工资,婚否,购房所属套数,首付款比例,收入支出比例,拟购房面积,贷款期限,是否贷款
4192,1,0,0,0,1,2,0,3,0,0,4,0
4193,1,1,1,0,0,2,0,4,1,0,1,0
4194,1,1,1,0,3,1,0,4,1,1,1,1
4195,1,1,1,0,2,2,0,2,1,0,4,1
4196,1,3,1,0,4,1,0,0,1,3,0,1
4197,0,0,1,0,4,1,0,0,0,0,4,1
4198,0,0,1,0,4,1,0,0,2,0,4,1
4199,1,3,0,0,1,0,0,0,1,3,1,0
4200,0,0,1,0,3,1,0,3,1,2,4,1
4201,1,1,1,0,3,1,0,2,1,0,3,1
4202,0,2,1,0,4,1,0,2,1,2,0,1
4203,0,2,0,0,2,1,0,3,0,2,4,0
4204,1,2,1,0,1,2,0,2,0,0,2,0
4205,0,1,1,0,2,1,0,2,1,2,0,1
4206,0,1,1,0,1,1,0,2,1,2,0,1
4207,1,2,1,0,1,1,0,0,0,0,3,1
4208,1,2,1,0,4,1,0,1,2,1,4,1
4209,0,1,1,0,1,2,0,1,2,2,4,0
4210,1,2,1,0,1,1,1,4,1,1,4,0
4211,1,0,1,0,4,1,0,0,1,3,3,1
4212,0,1,0,0,1,2,0,3,2,3,1,0
4213,0,1,1,0,4,2,0,2,1,2,3,1
4214,1,0,1,0,4,1,0,2,3,3,3,1
4215,1,0,1,0,4,1,0,0,0,2,4,1
4216,0,0,1,0,3,1,0,1,2,0,0,1
4217,0,1,1,0,3,1,0,3,0,3,0,1
4218,0,2,1,0,2,2,0,4,2,3,4,1
4219,0,0,0,1,3,1,0,0,1,0,4,0
4220,0,1,1,1,3,1,0,0,3,3,4,0
4221,1,3,1,0,2,1,0,4,0,0,4,1
4222,1,0,1,0,3,1,0,1,0,1,0,1
4223,1,1,0,0,1,1,0,0,0,3,4,0
4224,1,1,1,0,2,2,0,1,0,1,0,0
4225,0,2,1,0,0,1,0,2,1,0,3,0
4226,1,1,1,0,0,2,0,2,0,0,0,0
4227,1,1,1,1,2,1,0,4,0,0,0,0
4228,1,0,1,0,2,1,0,0,2,1,0,1
4229,1,1,1,0,1,1,0,0,0,0,0,1
4230,1,1,1,0,4,1,0,2,0,2,0,1
4231,1,1,1,0,0,1,0,4,3,2,1,1
4232,0,2,1,0,3,2,0,1,2,0,4,0
4233,1,1,1,0,4,1,0,3,0,3,3,1
4234,1,1,1,0,2,1,0,1,0,1,4,1
4235,0,2,1,0,2,1,0,0,2,1,4,1
4236,0,1,1,1,2,1,0,3,1,0,3,0
4237,1,1,1,0,4,1,0,4,3,3,3,1
4238,0,2,1,0,2,1,0,3,0,2,2,1
4239,1,0,1,0,0,1,0,4,2,3,0,1
4240,0,3,1,0,1,2,0,1,3,3,4,1
4241,1,1,1,0,2,1,0,4,2,3,0,1
4242,0,1,1,0,0,1,0,0,1,1,3,1
4243,0,2,1,1,1,1,0,4,2,3,0,1
4244,0,0,1,0,3,1,0,0,3,0,4,1
4245,1,2,1,0,2,1,0,4,1,1,0,1
4246,1,1,1,0,3,1,0,0,3,2,0,1
4247,0,0,1,0,4,1,1,4,3,2,0,1
4248,0,1,1,0,3,2,0,2,0,0,4,1
4249,1,3,1,0,2,1,0,4,0,0,0,1
4250,1,2,0,0,4,2,0,0,2,1,0,0
4251,0,3,1,0,2,1,0,0,0,0,3,1
4252,0,1,1,1,4,1,0,2,0,2,0,1
4253,0,0,1,0,2,1,0,0,1,3,0,1
4254,0,1,1,0,2,2,0,4,2,3,0,1
4255,1,1,1,1,4,1,0,1,2,3,4,0
4256,1,1,1,0,1,1,0,0,1,3,2,1
4257,1,0,1,0,4,1,0,3,0,2,4,1
4258,1,0,0,0,3,1,0,2,0,2,3,0
4259,1,1,1,0,1,1,0,0,1,3,0,1
4260,0,0,1,0,2,1,0,2,0,3,4,1
4261,0,0,0,0,4,1,0,0,1,3,0,1
4262,0,0,0,0,4,1,0,4,0,0,1,1
4263,1,0,0,0,4,1,0,1,3,0,0,1
4264,1,2,0,0,3,2,0,0,1,3,0,1
4265,1,0,0,0,1,1,0,4,2,3,0,1
4266,1,0,0,0,2,1,0,3,3,0,0,1
4267,1,0,0,0,3,2,0,1,2,3,4,1
4268,1,1,0,1,2,1,0,0,1,3,0,0
4269,0,0,0,0,1,1,0,4,2,3,0,1
4270,0,0,0,0,1,1,0,0,3,0,0,1
4271,1,0,0,0,3,1,0,2,2,0,4,1
4272,1,0,0,0,0,1,0,1,0,3,3,0
4275,0,2,0,0,0,1,0,0,3,0,2,0
4277,0,2,0,0,0,2,0,0,1,0,4,0
4278,0,2,0,0,1,1,0,1,3,0,3,1
4279,1,0,1,0,0,1,0,0,1,3,4,1
4280,1,2,1,0,1,1,0,4,2,3,4,1
4281,1,1,1,0,0,1,0,0,3,3,3,1
4283,0,0,1,0,0,1,0,3,3,0,3,0
4285,0,1,0,0,1,1,1,4,3,2,0,1
4286,1,1,0,0,0,1,0,1,0,2,0,1
4287,1,1,0,0,1,1,0,4,1,1,3,1
4288,0,3,0,1,3,1,0,0,3,2,0,1
4289,1,0,0,0,3,1,1,4,3,2,3,1
4290,1,0,0,1,4,2,0,4,3,2,4,0
4291,1,3,0,0,0,1,0,0,3,2,0,1
4292,1,0,0,0,3,1,0,1,1,2,0,1
4293,0,1,0,0,3,1,0,4,0,2,2,1
4294,1,2,0,0,4,2,0,2,0,0,1,1
4295,1,2,0,0,1,1,0,1,0,2,0,1
4296,1,2,1,0,1,1,0,1,0,2,0,1
4297,1,1,0,0,1,1,0,3,1,1,2,0
4298,1,1,1,0,2,1,0,1,1,3,0,1
4299,1,2,1,0,2,1,0,0,2,2,4,1
4300,0,2,1,0,4,1,0,0,3,2,0,1
4301,0,1,1,0,0,1,0,1,1,2,0,1
4302,0,2,1,0,1,1,0,2,3,1,4,1
4303,1,0,1,0,4,2,0,3,2,3,2,1
4305,1,1,0,0,1,1,0,1,2,0,4,0
4306,1,0,1,0,3,1,0,0,1,1,4,1
4307,1,0,1,0,3,1,0,0,0,2,0,1
4308,0,0,0,0,4,1,0,4,2,3,1,1
4309,1,1,0,0,1,1,0,2,0,0,4,1
4310,0,2,0,0,1,1,1,4,3,0,1,1
4311,0,0,0,0,4,1,0,3,1,2,4,1
4312,0,1,1,0,4,1,0,3,0,2,3,1
4313,1,3,1,1,3,1,0,2,1,2,0,0
4314,1,0,0,0,3,2,0,4,2,3,0,0
4315,0,1,1,0,0,2,1,4,0,2,2,0
4316,1,1,1,0,1,1,0,0,2,3,0,1
4317,0,2,1,0,1,1,0,3,3,1,4,1
4318,0,1,1,1,0,1,0,4,0,2,0,0
4319,1,1,0,0,1,2,0,3,0,2,0,1
4320,1,0,0,0,1,1,0,1,0,2,3,1
4321,1,1,0,0,0,1,0,0,2,3,4,0
4322,1,1,0,0,3,1,0,3,3,1,0,1
4323,1,1,0,0,0,2,0,2,0,3,3,0
4324,1,2,1,0,0,1,0,3,2,1,3,1
4325,0,1,0,0,3,1,0,3,1,2,3,1
4326,1,1,0,0,1,1,0,0,3,3,3,1
4327,1,2,0,1,2,1,0,0,3,3,2,0
4328,0,1,0,0,1,1,0,0,0,0,4,1
4329,1,1,0,0,4,1,0,1,3,3,3,1
4330,1,2,0,0,2,1,0,2,0,2,3,1
4331,1,0,0,0,0,1,0,0,2,3,0,0
4332,0,3,0,0,0,1,0,3,3,1,0,0
4333,0,1,1,0,1,1,0,3,1,1,3,1
4334,0,1,0,0,1,1,0,2,0,3,0,1
4335,1,2,0,0,1,2,0,3,2,1,0,0
4336,1,0,0,1,3,1,0,1,0,1,4,0
4337,1,2,0,1,4,1,0,0,2,3,0,0
4338,1,1,0,0,2,1,0,0,3,3,1,1
4339,0,0,0,0,3,1,0,4,3,3,0,1
4340,1,1,0,0,1,1,0,1,0,1,3,1
4341,1,3,1,0,2,1,1,4,0,2,0,1
4342,0,2,0,0,3,1,0,1,1,1,3,1
4343,1,3,1,0,0,1,0,2,0,2,0,1
4344,0,1,0,0,3,1,0,0,2,3,0,1
4345,0,0,0,0,2,2,0,0,3,0,3,0
4346,1,1,1,0,2,1,0,0,3,3,0,1
4347,1,1,0,0,4,1,0,0,3,3,0,1
4348,1,1,1,0,0,1,0,3,0,1,4,1
4349,1,0,0,0,4,1,1,4,0,3,0,1
4350,1,0,0,0,3,1,0,2,3,1,2,1
4351,1,1,0,0,1,2,0,3,3,2,2,0
4352,1,0,0,0,2,1,0,3,3,0,4,1
4353,1,0,0,1,4,1,0,2,0,1,3,0
4354,1,0,0,0,4,2,0,2,0,3,0,1
4355,1,0,0,0,4,2,0,3,2,1,0,1
4356,1,2,0,0,2,1,0,1,0,1,0,1
4357,1,0,1,0,0,1,0,0,2,3,0,1
4358,0,0,0,0,3,1,0,2,3,2,1,1
4359,1,0,0,0,2,1,0,2,2,1,3,1
4360,1,1,0,0,0,2,0,3,3,1,0,0
4361,1,0,0,0,0,2,0,2,0,3,0,0
4362,1,0,0,0,0,1,0,3,2,1,0,0
4363,1,0,0,0,0,1,0,3,1,2,0,1
4364,1,0,1,0,0,1,0,2,0,0,3,1
4365,1,2,1,0,0,1,0,3,3,2,0,1
4366,1,0,0,0,2,1,0,3,3,0,0,1
4367,1,2,0,0,1,1,0,3,3,2,4,1
4368,1,1,0,0,4,1,0,1,2,0,4,1
4370,1,1,0,0,0,2,0,3,2,1,0,0
4371,0,2,1,0,0,2,0,4,2,2,1,0
4372,1,2,1,0,0,1,0,1,1,3,4,1
4373,1,2,1,0,0,1,0,1,1,3,3,1
4374,0,0,1,0,0,2,0,3,1,2,4,1
4375,0,2,0,0,0,1,0,2,3,3,4,0
4376,1,1,0,0,0,2,0,2,0,0,3,0
4377,0,3,0,0,3,1,0,4,2,2,1,1
4378,0,0,0,0,2,1,0,4,0,0,2,0
4379,0,0,0,0,3,1,0,2,2,0,4,1
4380,0,1,1,0,3,1,0,1,3,0,0,1
4381,1,1,0,0,4,2,0,3,0,0,4,1
4382,1,1,0,1,3,1,0,2,0,1,0,0
4383,1,3,0,1,3,1,0,2,0,3,0,1
4384,1,0,0,1,3,1,0,3,2,1,0,1
4385,1,0,0,0,4,1,0,0,1,2,3,1
4386,1,3,1,0,0,1,0,2,3,0,2,1
4387,0,0,0,0,3,1,0,0,1,0,0,1
4388,1,1,0,0,1,1,0,0,3,3,0,1
4389,0,2,0,0,4,2,0,4,0,0,1,1
4390,1,2,0,0,1,1,0,1,1,3,4,1
4391,1,2,0,0,1,2,0,2,3,3,0,0
4392,1,1,1,0,0,2,0,1,3,0,4,0
4393,1,1,1,0,3,1,0,3,0,0,4,1
4394,1,2,1,0,2,2,0,0,0,0,4,1
4395,1,2,1,0,4,1,0,2,3,3,3,1
4396,0,1,1,0,4,1,0,0,3,3,0,1
4397,0,2,1,0,4,1,0,2,1,3,0,1
4398,0,0,0,0,1,0,0,2,1,1,2,0
4399,1,1,1,0,3,1,0,4,2,0,2,1
4400,1,1,1,0,3,1,0,2,1,0,0,1
4401,0,0,1,0,4,1,0,0,0,0,2,1
4402,0,0,0,0,2,1,0,0,3,3,4,0
4403,1,0,1,0,1,2,0,2,1,3,2,0
4404,0,1,1,0,2,1,0,2,1,0,1,1
4405,1,2,1,0,1,1,0,2,2,1,3,1
4406,1,0,1,0,1,1,0,3,2,1,0,1
4407,1,1,1,0,4,1,0,0,1,0,4,1
4408,1,3,1,0,1,2,0,4,2,2,3,0
4409,0,0,1,0,1,1,0,3,2,1,0,0
4410,1,1,1,0,4,1,0,0,1,1,4,1
4411,1,1,0,0,1,2,0,4,0,1,4,0
4412,1,2,1,0,4,2,0,3,2,3,2,1
4413,1,1,1,0,4,1,0,0,2,0,0,1
4414,1,1,1,0,4,1,0,2,1,0,2,1
4415,0,0,1,0,3,1,0,4,2,2,0,1
4416,0,1,1,0,3,1,0,0,2,3,4,1
4417,0,1,1,0,2,2,0,2,3,0,2,1
4418,0,1,0,1,3,1,0,4,2,2,0,0
4419,0,2,1,1,3,1,0,1,3,3,3,0
4420,1,1,1,0,2,1,0,0,1,0,2,1
4421,0,1,1,0,3,1,0,1,2,1,3,1
4422,0,2,0,0,1,1,0,3,0,1,2,0
4423,1,1,1,0,2,2,0,4,1,0,0,0
4424,1,1,1,0,0,1,0,1,0,3,3,0
4425,0,2,1,0,0,2,0,1,2,0,4,0
4426,0,0,1,1,2,1,0,0,3,3,4,0
4427,1,3,1,0,2,1,0,4,2,2,0,1
4428,1,1,1,0,1,1,0,0,0,0,3,1
4429,0,1,1,0,4,1,0,0,2,0,4,1
4430,1,2,1,0,0,1,0,3,3,1,4,1
4431,0,0,1,0,3,2,0,3,2,0,4,0
4432,1,2,1,0,4,1,0,2,3,2,4,1
4433,1,1,1,0,2,1,0,1,2,3,2,1
4434,1,0,1,0,2,1,0,3,1,1,4,1
4435,1,1,1,1,2,1,0,4,2,2,0,0
4436,0,3,1,0,4,1,0,2,3,2,4,1
4437,1,2,1,0,2,1,0,4,1,1,0,1
4438,1,3,1,0,0,1,0,2,3,3,0,1
4439,1,1,1,0,1,2,0,2,1,2,3,1
4440,1,0,1,0,2,1,0,2,3,0,0,1
4441,0,1,1,0,0,1,0,0,1,0,0,1
4442,0,1,1,1,1,1,0,0,3,3,0,1
4443,0,1,1,0,3,1,0,1,1,0,4,1
4444,1,0,1,0,2,1,0,0,0,3,4,1
4445,1,0,1,0,3,1,0,1,1,0,1,1
4446,1,1,1,0,4,1,0,4,1,2,2,1
4447,1,0,1,0,3,2,0,0,0,2,4,1
4448,1,0,1,0,2,1,0,4,1,1,1,1
4449,0,0,0,0,4,2,0,2,3,3,4,0
4450,0,0,1,0,2,1,0,4,1,2,0,1
4451,0,2,1,1,4,1,0,1,1,1,0,1
4452,1,0,1,0,2,1,0,3,3,0,0,1
4453,0,0,1,0,2,2,0,2,3,2,1,1
4454,0,0,1,1,4,1,0,2,1,2,0,0
4455,0,1,1,0,1,1,0,4,1,3,1,1
4456,0,0,1,0,4,1,0,2,1,2,0,1
4457,1,0,0,0,3,1,0,0,3,3,4,0
4458,1,0,1,0,1,1,0,2,1,2,0,1
4459,1,0,1,0,2,1,0,4,1,3,4,1
4460,1,2,0,0,4,1,0,0,0,0,3,1
4461,1,0,0,0,4,1,0,4,1,2,4,1
4462,1,2,0,0,4,1,0,1,1,1,4,1
4463,0,2,0,0,3,2,0,3,3,0,3,1
4464,1,2,0,0,1,1,0,2,1,2,1,1
4465,0,2,0,0,2,1,0,2,1,2,0,1
4466,1,0,0,0,3,2,0,1,0,1,4,1
4467,0,2,0,1,2,1,0,4,0,2,3,0
4468,1,1,0,0,1,1,0,0,3,3,3,1
4469,1,3,0,0,1,1,0,2,1,2,0,1
4470,1,0,0,0,3,1,0,3,3,2,4,1
4471,1,0,0,0,0,1,1,4,0,0,0,0
4472,1,1,0,0,0,2,0,4,1,1,0,0
4473,1,1,0,0,0,2,0,2,0,1,0,0
4474,1,1,0,0,0,1,0,3,1,2,3,0
4475,1,3,0,0,2,1,0,3,2,2,0,1
4476,1,0,0,0,0,2,0,3,3,0,0,0
4477,1,0,0,0,1,1,0,4,3,3,2,1
4478,1,3,1,0,0,1,0,2,2,2,0,1
4479,1,0,1,0,1,1,0,2,2,1,2,1
4480,1,1,1,0,0,1,0,2,0,1,0,1
4481,0,2,1,0,0,2,0,3,0,0,0,0
4482,0,2,1,0,0,1,1,4,0,0,1,0
4483,1,2,1,0,0,1,0,4,1,1,3,0
4484,0,1,0,0,1,1,0,2,0,1,4,1
4485,0,1,0,0,0,1,0,3,0,0,4,1
4486,0,2,0,0,1,1,0,4,1,2,4,1
4487,1,2,0,1,3,1,0,1,2,3,3,1
4488,0,1,0,0,3,1,0,0,3,0,3,1
4489,1,2,0,1,4,2,0,1,3,3,4,0
4490,0,0,0,0,0,1,0,3,3,0,0,1
4491,0,1,0,0,3,1,0,3,2,2,1,1
4492,0,1,0,0,3,1,0,3,3,0,4,1
4493,0,0,0,0,4,2,0,2,2,2,4,1
4494,1,0,0,0,1,1,0,2,1,0,2,1
4495,1,0,1,0,1,1,0,3,0,0,0,1
4496,1,1,0,0,1,1,1,4,0,0,0,0
4497,1,2,1,0,2,1,0,3,3,0,3,1
4498,0,0,1,0,2,1,0,2,3,2,0,1
4499,1,1,1,0,4,1,0,1,2,3,0,1
4500,1,3,1,0,0,1,0,3,1,1,0,1
4501,1,0,1,0,1,1,0,4,2,2,0,1
4502,1,1,1,0,4,2,0,2,3,2,0,1
4503,1,1,1,0,0,1,0,4,1,3,0,1
4504,1,2,0,0,1,1,0,3,3,2,0,0
4505,1,1,1,0,3,1,0,4,1,1,0,1
4506,1,1,1,0,3,1,0,2,3,1,2,1
4507,1,0,0,0,4,1,1,4,0,0,0,1
4508,0,1,0,0,1,1,0,4,1,2,0,1
4509,0,1,0,0,1,1,0,0,1,3,4,1
4510,1,1,0,0,4,1,1,4,0,0,0,1
4511,1,2,1,0,4,1,0,3,3,2,4,1
4512,1,1,1,1,3,1,0,4,1,1,4,0
4513,1,1,0,0,3,2,0,2,1,2,1,0
4514,0,2,1,0,0,2,0,3,1,1,3,0
4515,0,1,1,0,1,1,0,2,1,2,0,1
4516,0,1,1,0,1,1,0,1,3,1,1,1
4517,1,2,1,1,0,1,0,2,1,2,0,0
4518,1,0,0,0,1,2,0,1,1,1,4,1
4519,1,3,0,0,1,1,0,4,2,2,0,1
4520,1,1,0,0,0,1,0,2,1,2,3,0
4521,1,1,0,0,3,1,0,4,2,2,0,1
4522,1,2,0,0,0,2,0,3,2,1,3,0
4523,1,0,1,0,0,1,0,0,0,1,0,1
4524,0,2,0,0,3,1,0,1,2,1,1,1
4525,0,1,0,0,1,1,0,1,2,1,3,1
4526,1,0,0,1,2,1,0,4,1,1,0,0
4527,1,1,0,0,1,1,0,2,0,1,0,1
4528,1,3,0,0,4,1,0,3,0,0,0,1
4529,1,2,0,0,2,1,0,4,3,2,4,1
4530,1,3,0,0,0,1,0,1,1,0,1,0
4531,1,1,0,0,0,1,0,4,1,1,3,0
4532,0,0,1,0,1,1,0,0,0,1,2,1
4533,0,1,0,0,1,1,0,4,3,2,3,1
4534,0,1,0,0,1,2,0,0,2,3,3,0
4535,1,1,0,1,3,1,0,4,2,2,1,0
4536,0,0,0,1,4,1,0,1,2,0,4,0
4537,0,0,0,0,2,1,0,3,2,1,1,1
4538,1,1,0,0,3,1,0,1,2,0,2,1
4539,1,0,0,0,1,1,0,3,2,1,0,1
4540,1,0,1,0,2,1,0,1,0,1,3,1
4541,1,0,0,0,3,1,0,1,1,0,3,1
4542,1,0,1,0,0,1,0,2,0,1,0,1
4543,0,2,0,0,3,1,0,3,0,0,0,1
4544,1,0,0,0,2,2,0,4,3,2,0,0
4545,0,0,1,0,2,1,0,3,2,1,3,1
4546,1,0,0,0,4,1,0,0,0,0,4,1
4547,1,1,1,0,0,1,0,2,2,2,0,1
4548,1,0,0,0,4,1,0,2,1,0,0,1
4549,1,0,0,0,3,1,0,3,0,0,0,1
4550,1,0,0,0,1,2,1,4,0,0,1,0
4551,1,0,0,0,2,1,0,3,3,0,0,1
4552,1,2,0,1,4,1,1,4,1,1,1,0
4553,1,0,0,0,4,2,0,2,0,3,0,1
4554,0,2,0,0,4,2,0,2,2,2,0,1
4555,1,1,0,0,2,1,0,0,2,1,4,1
4557,1,1,0,0,3,1,0,2,2,2,3,1
4558,1,2,0,0,2,1,0,3,1,1,0,1
4559,1,2,0,0,0,2,0,2,2,1,2,0
4560,1,2,0,0,0,2,0,4,1,1,0,0
4561,1,0,0,0,0,1,0,2,3,1,0,0
4562,1,2,0,0,0,1,1,4,0,0,0,1
4563,1,1,1,0,0,1,0,4,1,2,0,1
4564,1,3,1,0,0,1,0,2,0,0,4,1
4565,0,0,0,0,2,1,0,4,0,0,0,1
4566,1,0,0,0,1,1,0,3,1,1,4,1
4567,0,1,0,0,4,1,0,4,0,0,0,1
4568,1,1,1,0,0,1,0,1,3,0,1,1
4569,1,1,0,0,0,2,0,2,0,0,3,0
4570,1,3,1,0,0,2,0,4,0,0,0,0
4571,1,0,1,0,0,1,0,1,1,2,4,1
4572,0,0,1,0,0,1,0,3,2,1,4,1
4573,1,3,1,0,0,2,0,4,0,0,3,1
4574,1,0,0,0,0,1,0,4,3,3,0,0
4575,0,1,0,0,0,2,0,0,0,1,0,0
4576,1,2,0,0,3,1,0,4,1,0,0,1
4577,1,2,0,0,2,1,0,4,3,0,3,0
4578,1,2,0,0,3,1,0,2,3,0,0,1
4579,1,1,1,0,3,1,0,3,1,1,1,1
4580,1,1,0,0,4,2,0,4,3,3,4,1
4581,1,2,0,1,3,1,0,0,0,1,4,0
4582,0,2,0,1,3,1,0,4,1,0,4,1
4583,1,1,0,1,3,1,0,1,3,3,0,1
4584,0,2,0,0,4,1,0,0,2,1,0,1
4585,1,0,1,0,0,1,0,2,3,0,1,1
4586,0,1,0,0,3,1,0,3,3,3,4,1
4587,1,1,0,0,1,1,1,4,2,0,0,1
4588,1,0,0,0,4,2,0,4,0,1,0,1
4589,1,0,0,0,1,1,0,1,2,2,0,1
4590,1,0,0,0,1,2,0,0,3,3,0,0
4591,1,1,1,0,0,2,0,1,1,2,0,0
4592,1,2,1,0,3,1,0,3,0,0,3,1
4593,1,0,1,0,2,2,0,3,3,1,0,1
4594,0,1,1,0,4,1,0,0,3,3,2,1
4595,1,3,1,0,4,1,0,3,3,1,0,1
4596,1,0,1,0,4,1,0,1,3,3,2,1
4597,1,1,0,0,1,0,0,0,2,1,4,0
4598,0,1,1,0,3,1,0,4,0,0,1,1
4599,1,2,1,0,3,1,0,3,3,1,4,1
4600,1,1,1,0,4,1,0,3,3,1,0,1
4601,1,1,0,0,2,1,0,2,0,0,3,0
4602,1,0,1,0,1,2,0,3,3,1,0,0
4603,1,1,1,0,2,1,0,4,0,2,4,1
4604,1,1,1,0,1,1,0,2,0,0,4,1
4605,1,1,1,0,1,1,0,3,3,1,0,1
4606,1,2,1,0,4,1,0,3,2,1,3,1
4607,1,1,1,0,1,2,0,1,3,0,0,0
4608,0,1,1,0,1,1,0,0,0,2,3,0
4609,1,2,1,0,4,1,0,3,3,1,0,1
4610,1,1,0,0,1,2,0,1,1,0,1,0
4611,1,1,1,0,4,2,0,3,3,1,0,1
4612,1,2,1,0,4,1,0,3,3,1,2,1
4613,1,0,1,0,4,1,0,3,0,2,4,1
4614,1,3,1,0,3,1,0,0,1,1,4,1
4615,1,1,1,0,3,1,0,2,2,3,0,1
4616,1,1,1,0,2,2,0,2,2,2,3,1
4617,1,2,0,1,3,1,0,2,2,3,0,0
4618,1,0,1,1,3,1,0,2,0,1,3,0
4619,1,2,1,0,2,1,0,1,3,3,4,1
4620,1,1,1,0,3,1,0,0,2,3,4,1
4621,1,0,0,0,1,1,0,2,2,3,3,0
4622,1,1,1,0,2,2,0,1,2,0,4,0
4623,0,3,1,0,0,1,0,0,3,1,0,0
4624,0,2,1,0,0,2,0,0,3,2,2,0
4625,1,3,1,1,2,1,0,2,3,0,4,0
4626,1,1,1,0,2,1,0,0,3,1,3,1
4627,1,0,1,0,1,1,0,1,3,0,0,1
4628,1,1,1,0,4,1,0,0,0,2,0,1
4629,0,1,1,0,0,1,0,3,3,1,0,1
4630,1,1,1,0,3,2,0,1,1,0,0,0
4631,1,0,1,0,4,1,0,4,3,2,4,1
4632,0,0,1,0,2,1,0,1,3,2,4,1
4633,1,1,1,0,2,1,0,2,2,2,4,1
4634,1,0,1,1,2,1,1,4,2,0,0,0
4635,1,0,1,0,4,1,0,4,0,1,0,1
4636,0,0,1,0,2,1,0,1,2,2,0,1
4637,1,0,1,0,0,1,0,0,3,3,0,1
4638,1,2,1,0,1,2,0,3,1,2,4,1
4639,1,0,1,0,2,1,0,3,1,2,4,1
4640,1,0,1,0,0,1,0,0,0,0,2,1
4641,1,0,1,1,1,1,0,0,3,3,0,1
4642,1,1,1,0,3,1,0,3,1,2,0,1
4643,0,0,1,0,2,1,0,3,1,2,0,1
4644,1,0,1,0,3,1,0,2,0,1,4,1
4645,1,0,1,0,4,1,0,0,1,1,4,1
4646,1,0,1,0,3,2,0,3,0,2,4,1
4647,1,2,1,0,2,1,0,0,2,3,0,1
4648,1,0,0,0,4,2,0,2,2,3,0,0
4649,1,2,1,0,2,1,0,1,2,0,0,1
4650,0,2,1,1,4,1,0,0,3,3,3,1
4651,1,2,1,0,2,1,0,0,1,2,3,1
4652,1,2,1,0,2,2,0,1,1,2,0,1
4653,1,0,1,1,4,1,0,3,3,3,0,0
4654,1,2,1,0,1,1,0,3,1,0,3,1
4655,1,1,1,0,4,1,0,3,1,2,0,1
4656,1,3,0,0,3,1,0,4,0,0,4,0
4657,1,0,1,0,1,1,0,2,2,3,0,1
4658,1,0,1,0,2,1,0,1,2,0,0,1
4659,0,1,0,0,4,1,0,3,3,3,3,1
4660,0,1,0,0,4,1,0,1,3,3,0,1
4661,1,1,0,0,4,1,0,0,2,1,0,1
4662,0,3,0,0,3,2,0,2,3,0,0,1
4663,1,0,0,0,1,1,0,3,3,3,0,1
4664,0,0,0,0,2,1,1,4,2,0,0,1
4665,1,3,0,0,3,2,0,4,0,1,0,1
4666,1,0,0,1,2,1,0,1,1,2,4,0
4667,1,1,0,0,1,1,1,4,1,0,0,1
4668,1,2,0,0,1,1,0,1,0,1,4,1
4669,0,2,0,0,3,1,0,1,2,3,1,1
4670,1,2,0,0,0,1,0,3,2,2,3,0
4671,0,1,0,0,0,2,0,3,3,2,0,0
4672,1,1,0,0,0,2,1,4,1,0,3,0
4673,1,2,0,0,0,1,0,3,3,2,0,0
4674,0,2,0,0,2,1,0,0,3,2,3,1
4675,1,1,0,0,0,2,0,1,2,3,2,0
4676,1,2,0,0,1,1,0,3,3,2,0,1
4677,1,0,1,0,0,1,0,0,2,3,4,1
4678,1,1,1,0,1,1,0,3,3,2,0,1
4679,0,1,1,0,0,1,1,4,0,3,1,1
4680,0,0,1,0,0,2,0,2,2,3,0,0
4681,0,0,1,0,0,1,0,3,3,2,4,0
4682,1,0,1,0,0,1,0,1,2,1,0,0
4683,1,1,0,0,1,1,0,0,1,1,0,1
4684,1,2,0,0,0,1,0,2,3,3,3,1
4685,0,0,0,0,1,1,0,2,2,0,4,1
4686,1,1,0,1,3,1,0,1,2,0,1,1
4687,1,3,0,0,3,1,0,0,3,3,0,1
4688,1,0,0,1,4,2,0,0,1,2,0,0
4689,0,1,0,0,0,1,0,2,2,3,2,1
4690,1,1,0,0,3,1,0,0,2,0,1,1
4691,0,2,0,0,3,1,0,4,3,0,2,1
4692,1,1,0,0,4,2,0,0,0,1,3,1
4693,1,1,0,0,1,1,0,1,2,1,3,1
4694,0,0,1,0,1,1,0,0,1,1,4,1
4695,0,1,0,0,1,1,0,3,2,2,4,0
4696,1,1,1,0,2,1,0,0,2,0,4,1
4697,0,1,1,0,2,1,0,1,1,2,0,1
4698,1,2,1,0,4,1,1,4,1,0,0,1
4699,0,1,1,0,0,1,0,1,0,1,0,1
4700,0,1,1,0,1,1,0,1,2,3,0,1
4701,0,2,1,0,4,2,0,3,2,2,0,1
4702,1,1,1,0,0,1,0,3,3,2,0,1
4703,0,1,0,0,1,1,0,4,1,2,0,0
4704,1,2,1,0,3,1,0,3,3,3,0,1
4705,0,0,1,0,3,1,0,2,3,1,1,1
4706,1,3,0,0,4,1,0,4,1,2,0,1
4707,0,1,0,0,1,1,0,0,2,3,0,1
4708,0,1,0,0,1,1,0,3,3,1,0,1
4709,0,2,0,0,4,1,0,2,0,0,1,1
4710,1,0,1,0,4,1,0,2,1,0,2,1
4711,0,2,1,1,3,1,0,4,3,2,0,0
4712,1,1,0,0,3,2,0,4,0,0,1,0
4713,0,0,1,0,0,2,0,3,3,3,4,0
4714,1,1,1,0,1,1,0,3,3,3,4,1
4715,0,3,1,0,1,1,0,4,1,2,4,1
